epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,381.911,1.49608,0.96038,1.13772,0.79008,0.73511,0.68813,0.29984,1.99299,1.06761,1.44257,0.0011783,0.0011783,0.0011783
85,386.41,1.49164,0.94061,1.12827,0.80722,0.70934,0.69348,0.34936,1.57131,1.10787,1.26442,0.0011684,0.0011684,0.0011684
86,390.931,1.48108,0.94435,1.11889,0.79582,0.72126,0.68355,0.32945,1.7197,1.04706,1.30023,0.0011585,0.0011585,0.0011585
87,395.499,1.47056,0.93604,1.12122,0.79357,0.74932,0.69913,0.33155,1.65555,1.0517,1.28166,0.0011486,0.0011486,0.0011486
88,400.005,1.47244,0.93813,1.11986,0.79256,0.74917,0.69155,0.32851,1.69626,1.04572,1.29725,0.0011387,0.0011387,0.0011387
89,404.754,1.47356,0.93364,1.12009,0.78141,0.73702,0.6823,0.30735,1.76701,1.07989,1.33509,0.0011288,0.0011288,0.0011288
90,409.243,1.45262,0.93117,1.11569,0.79551,0.69742,0.68799,0.34347,1.56983,1.11082,1.27013,0.0011189,0.0011189,0.0011189
91,413.775,1.47513,0.92019,1.10674,0.77781,0.7483,0.68978,0.32602,1.72398,1.06525,1.31465,0.001109,0.001109,0.001109
92,418.258,1.43488,0.91849,1.11344,0.79079,0.73664,0.69109,0.32194,1.81842,1.04335,1.35821,0.0010991,0.0010991,0.0010991
93,422.742,1.47056,0.91948,1.12988,0.78266,0.72684,0.68347,0.3255,1.68401,1.04554,1.30799,0.0010892,0.0010892,0.0010892
